site_code,obs_year,parameter,obs_value,arable_prop,arable_prop_buff_100,arable_prop_buff_1000,arable_prop_buff_500,area,awc1_min,awc1_max,awc1_mean,awc1_std,bd1_min,bd1_max,bd1_mean,bd1_std,clay1_min,clay1_max,clay1_mean,clay1_std,dem_min,dem_max,dem_mean,dem_std,flowlength_min,flowlength_max,flowlength_mean,flowlength_std,forest_disturb_prop_buff_100,forest_disturb_prop_buff_1000,forest_disturb_prop_buff_500,forest_prop,grassland_prop,k1_min,k1_max,k1_mean,k1_std,limestone_prop,livestock_density,manure_dep_n,manure_dep_p,other_prop,pol_sen_drain_h_prop,pol_sen_drain_vh_prop,pol_sen_nat_h_prop,pol_sen_nat_vh_prop,precip_mean,rip_veg_drain_prop,rip_veg_nat_prop,rock1_min,rock1_max,rock1_mean,rock1_std,sand1_min,sand1_max,sand1_mean,sand1_std,silt1_min,silt1_max,silt1_mean,silt1_std,slope_min,slope_max,slope_mean,slope_std,snow_depth_mean,soc1_min,soc1_max,soc1_mean,soc1_std,stream_density,temp_max,temp_mean,temp_min,tri_min,tri_max,tri_mean,tri_std,twi_min,twi_max,twi_mean,twi_std,urban_prop,water_prop,wetland_prop
SJA5940000,2018,TN,1.027,0.0,0.0,0.0,0.0,18768000.0,0.178,0.212,0.193,0.006,0.422,1.498,0.934,0.398,6.0,70.0,24.841,23.441,32.085,54.465,39.423,3.012,0.0,205.487,14.74,15.758,0.0,0.0,0.0,0.737,0.0,5.09,113.71,73.017,52.172,1.0,0.0,15.811,6.626,0.009,0.0,0.0,0.0,0.0,650.496,0.0,0.707,0.0,15.0,0.002,0.17,15.0,90.0,64.598,32.674,3.0,50.0,10.561,10.13,0.0,24.001,0.644,1.262,2.718,0.964,29.336,12.359,11.217,0.001,29.314,7.031,-22.112,0.0,1.646,0.057,0.087,2.825,13.641,10.345,1.106,0.0,0.0,0.254
SJA5960000,2016,TN,4.092,0.343,0.275,0.357,0.345,673081825.0,0.177,0.213,0.194,0.005,0.371,1.489,1.003,0.357,0.0,70.0,24.762,22.047,19.64,106.646,56.894,16.21,0.0,564.034,29.737,37.128,0.003,0.003,0.003,0.411,0.066,3.67,645.68,28.079,47.523,0.817,0.112,20.625,9.133,0.026,0.007,0.0,0.018,0.001,764.102,0.365,0.584,0.0,85.0,4.722,9.937,15.0,100.0,54.916,25.231,0.0,50.0,20.322,10.954,0.0,41.473,1.141,1.401,2.815,1.03,34.768,10.004,10.28,0.001,28.029,6.171,-29.061,0.0,7.279,0.096,0.11,1.939,15.377,9.736,1.282,0.05,0.006,0.097
SJA5960000,2017,TN,3.225,0.343,0.275,0.357,0.345,673081825.0,0.177,0.213,0.194,0.005,0.371,1.489,1.003,0.357,0.0,70.0,24.762,22.047,19.64,106.646,56.894,16.21,0.0,564.034,29.737,37.128,0.004,0.004,0.005,0.411,0.066,3.67,645.68,28.079,47.523,0.817,0.112,22.078,9.863,0.026,0.007,0.0,0.018,0.001,872.887,0.365,0.584,0.0,85.0,4.722,9.937,15.0,100.0,54.916,25.231,0.0,50.0,20.322,10.954,0.0,41.473,1.141,1.401,1.409,1.03,34.768,10.004,10.28,0.001,26.814,6.113,-18.28,0.0,7.279,0.096,0.11,1.939,15.377,9.736,1.282,0.05,0.006,0.097
SJA5960000,2018,TN,3.043,0.343,0.275,0.357,0.345,673081825.0,0.177,0.213,0.194,0.005,0.371,1.489,1.003,0.357,0.0,70.0,24.762,22.047,19.64,106.646,56.894,16.21,0.0,564.034,29.737,37.128,0.005,0.004,0.006,0.411,0.066,3.67,645.68,28.079,47.523,0.817,0.112,23.031,10.216,0.026,0.007,0.0,0.018,0.001,578.756,0.365,0.584,0.0,85.0,4.722,9.937,15.0,100.0,54.916,25.231,0.0,50.0,20.322,10.954,0.0,41.473,1.141,1.401,2.509,1.03,34.768,10.004,10.28,0.001,30.472,7.04,-23.752,0.0,7.279,0.096,0.11,1.939,15.377,9.736,1.282,0.05,0.006,0.097
SJA5960000,2019,TN,3.383,0.343,0.275,0.357,0.345,673081825.0,0.177,0.213,0.194,0.005,0.371,1.489,1.003,0.357,0.0,70.0,24.762,22.047,19.64,106.646,56.894,16.21,0.0,564.034,29.737,37.128,0.005,0.005,0.006,0.411,0.066,3.67,645.68,28.079,47.523,0.817,0.112,22.958,10.118,0.026,0.007,0.0,0.018,0.001,843.763,0.365,0.584,0.0,85.0,4.722,9.937,15.0,100.0,54.916,25.231,0.0,50.0,20.322,10.954,0.0,41.473,1.141,1.401,4.354,1.03,34.768,10.004,10.28,0.001,29.304,7.026,-22.794,0.0,7.279,0.096,0.11,1.939,15.377,9.736,1.282,0.05,0.006,0.097
SJA5960000,2020,TN,3.575,0.343,0.275,0.357,0.345,673081825.0,0.177,0.213,0.194,0.005,0.371,1.489,1.003,0.357,0.0,70.0,24.762,22.047,19.64,106.646,56.894,16.21,0.0,564.034,29.737,37.128,0.004,0.004,0.005,0.411,0.066,3.67,645.68,28.079,47.523,0.817,0.112,22.132,9.753,0.026,0.007,0.0,0.018,0.001,852.835,0.365,0.584,0.0,85.0,4.722,9.937,15.0,100.0,54.916,25.231,0.0,50.0,20.322,10.954,0.0,41.473,1.141,1.401,0.446,1.03,34.768,10.004,10.28,0.001,28.792,8.031,-15.358,0.0,7.279,0.096,0.11,1.939,15.377,9.736,1.282,0.05,0.006,0.097
SJA6005000,2016,TN,1.757,0.279,0.217,0.295,0.288,1255787150.0,0.0,0.213,0.19,0.006,0.371,1.528,1.12,0.338,0.0,70.0,19.99,22.765,33.625,217.671,78.929,32.181,0.0,974.222,45.215,59.452,0.006,0.006,0.008,0.49,0.072,3.67,645.68,54.227,54.603,0.0,0.086,21.972,9.732,0.025,0.049,0.004,0.106,0.02,863.117,0.454,0.613,0.0,85.0,2.55,8.203,15.0,100.0,67.56,27.35,0.0,50.0,12.449,8.626,0.0,49.287,2.808,3.289,3.034,0.743,34.814,7.385,9.13,0.001,29.532,6.397,-28.389,0.0,4.663,0.204,0.217,1.909,16.221,8.658,1.849,0.027,0.016,0.026
SJA6005000,2017,TN,1.195,0.279,0.217,0.295,0.288,1255787150.0,0.0,0.213,0.19,0.006,0.371,1.528,1.12,0.338,0.0,70.0,19.99,22.765,33.625,217.671,78.929,32.181,0.0,974.222,45.215,59.452,0.009,0.008,0.01,0.49,0.072,3.67,645.68,54.227,54.603,0.0,0.086,22.875,10.201,0.025,0.049,0.004,0.106,0.02,869.341,0.454,0.613,0.0,85.0,2.55,8.203,15.0,100.0,67.56,27.35,0.0,50.0,12.449,8.626,0.0,49.287,2.808,3.289,1.593,0.743,34.814,7.385,9.13,0.001,28.986,6.25,-18.704,0.0,4.663,0.204,0.217,1.909,16.221,8.658,1.849,0.027,0.016,0.026
SJA6005000,2018,TN,0.878,0.279,0.217,0.295,0.288,1255787150.0,0.0,0.213,0.19,0.006,0.371,1.528,1.12,0.338,0.0,70.0,19.99,22.765,33.625,217.671,78.929,32.181,0.0,974.222,45.215,59.452,0.004,0.005,0.007,0.49,0.072,3.67,645.68,54.227,54.603,0.0,0.086,22.631,9.837,0.025,0.049,0.004,0.106,0.02,581.164,0.454,0.613,0.0,85.0,2.55,8.203,15.0,100.0,67.56,27.35,0.0,50.0,12.449,8.626,0.0,49.287,2.808,3.289,3.271,0.743,34.814,7.385,9.13,0.001,31.397,7.231,-23.454,0.0,4.663,0.204,0.217,1.909,16.221,8.658,1.849,0.027,0.016,0.026
SJA6005000,2019,TN,1.108,0.279,0.217,0.295,0.288,1255787150.0,0.0,0.213,0.19,0.006,0.371,1.528,1.12,0.338,0.0,70.0,19.99,22.765,33.625,217.671,78.929,32.181,0.0,974.222,45.215,59.452,0.004,0.005,0.006,0.49,0.072,3.67,645.68,54.227,54.603,0.0,0.086,22.377,9.747,0.025,0.049,0.004,0.106,0.02,770.088,0.454,0.613,0.0,85.0,2.55,8.203,15.0,100.0,67.56,27.35,0.0,50.0,12.449,8.626,0.0,49.287,2.808,3.289,5.965,0.743,34.814,7.385,9.13,0.001,29.295,7.432,-18.976,0.0,4.663,0.204,0.217,1.909,16.221,8.658,1.849,0.027,0.016,0.026
SJA6005000,2020,TN,1.092,0.279,0.217,0.295,0.288,1255787150.0,0.0,0.213,0.19,0.006,0.371,1.528,1.12,0.338,0.0,70.0,19.99,22.765,33.625,217.671,78.929,32.181,0.0,974.222,45.215,59.452,0.004,0.006,0.006,0.49,0.072,3.67,645.68,54.227,54.603,0.0,0.086,23.536,10.317,0.025,0.049,0.004,0.106,0.02,771.131,0.454,0.613,0.0,85.0,2.55,8.203,15.0,100.0,67.56,27.35,0.0,50.0,12.449,8.626,0.0,49.287,2.808,3.289,0.572,0.743,34.814,7.385,9.13,0.001,29.48,8.213,-13.039,0.0,4.663,0.204,0.217,1.909,16.221,8.658,1.849,0.027,0.016,0.026
SJA6127000,2020,TN,7.925,0.535,0.331,0.514,0.453,272736100.0,0.17,0.206,0.191,0.005,0.395,1.477,1.143,0.285,0.0,70.0,19.559,16.92,60.223,138.016,91.701,19.502,0.0,881.905,45.172,49.903,0.006,0.003,0.004,0.292,0.068,3.67,645.68,20.406,44.858,0.633,0.077,22.608,10.282,0.039,0.007,0.0,0.007,0.0,775.663,0.299,0.363,0.0,85.0,9.469,12.969,15.0,100.0,60.017,18.21,0.0,50.0,20.423,7.819,0.0,39.198,1.426,1.772,0.706,1.124,32.051,6.214,7.554,0.0,28.099,7.671,-11.307,0.0,7.82,0.108,0.135,2.028,15.563,9.946,1.486,0.057,0.002,0.007
SJA6180000,2016,TN,3.242,0.23,0.142,0.209,0.187,1243763600.0,0.164,0.213,0.193,0.006,0.371,1.492,0.969,0.387,0.0,70.0,28.031,25.543,24.935,142.113,75.878,18.009,0.0,669.315,29.529,38.793,0.005,0.006,0.007,0.574,0.042,3.67,645.68,44.989,57.333,0.815,0.067,22.85,10.565,0.021,0.005,0.0,0.013,0.001,806.163,0.526,0.695,0.0,85.0,4.032,9.619,15.0,100.0,56.866,29.522,0.0,50.0,15.103,8.107,0.0,44.194,1.298,2.014,3.588,1.007,34.786,11.432,11.252,0.0,28.105,5.973,-29.471,0.0,4.375,0.105,0.145,1.464,15.329,9.748,1.508,0.018,0.009,0.107
SJA6180000,2017,TN,2.525,0.23,0.142,0.209,0.187,1243763600.0,0.164,0.213,0.193,0.006,0.371,1.492,0.969,0.387,0.0,70.0,28.031,25.543,24.935,142.113,75.878,18.009,0.0,669.315,29.529,38.793,0.009,0.008,0.01,0.574,0.042,3.67,645.68,44.989,57.333,0.815,0.067,25.774,12.028,0.021,0.005,0.0,0.013,0.001,853.76,0.526,0.695,0.0,85.0,4.032,9.619,15.0,100.0,56.866,29.522,0.0,50.0,15.103,8.107,0.0,44.194,1.298,2.014,1.959,1.007,34.786,11.432,11.252,0.0,26.545,5.855,-18.86,0.0,4.375,0.105,0.145,1.464,15.329,9.748,1.508,0.018,0.009,0.107
SJA6180000,2018,TN,2.262,0.23,0.142,0.209,0.187,1243763600.0,0.164,0.213,0.193,0.006,0.371,1.492,0.969,0.387,0.0,70.0,28.031,25.543,24.935,142.113,75.878,18.009,0.0,669.315,29.529,38.793,0.006,0.005,0.006,0.574,0.042,3.67,645.68,44.989,57.333,0.815,0.067,24.442,11.343,0.021,0.005,0.0,0.013,0.001,562.902,0.526,0.695,0.0,85.0,4.032,9.619,15.0,100.0,56.866,29.522,0.0,50.0,15.103,8.107,0.0,44.194,1.298,2.014,3.24,1.007,34.786,11.432,11.252,0.0,30.543,6.816,-24.33,0.0,4.375,0.105,0.145,1.464,15.329,9.748,1.508,0.018,0.009,0.107
SJA6180000,2019,TN,2.559,0.23,0.142,0.209,0.187,1243763600.0,0.164,0.213,0.193,0.006,0.371,1.492,0.969,0.387,0.0,70.0,28.031,25.543,24.935,142.113,75.878,18.009,0.0,669.315,29.529,38.793,0.006,0.007,0.008,0.574,0.042,3.67,645.68,44.989,57.333,0.815,0.067,23.85,10.994,0.021,0.005,0.0,0.013,0.001,793.848,0.526,0.695,0.0,85.0,4.032,9.619,15.0,100.0,56.866,29.522,0.0,50.0,15.103,8.107,0.0,44.194,1.298,2.014,6.492,1.007,34.786,11.432,11.252,0.0,29.214,6.808,-21.256,0.0,4.375,0.105,0.145,1.464,15.329,9.748,1.508,0.018,0.009,0.107
SJA6180000,2020,TN,3.208,0.23,0.142,0.209,0.187,1243763600.0,0.164,0.213,0.193,0.006,0.371,1.492,0.969,0.387,0.0,70.0,28.031,25.543,24.935,142.113,75.878,18.009,0.0,669.315,29.529,38.793,0.005,0.005,0.007,0.574,0.042,3.67,645.68,44.989,57.333,0.815,0.067,23.543,10.83,0.021,0.005,0.0,0.013,0.001,832.938,0.526,0.695,0.0,85.0,4.032,9.619,15.0,100.0,56.866,29.522,0.0,50.0,15.103,8.107,0.0,44.194,1.298,2.014,0.56,1.007,34.786,11.432,11.252,0.0,28.792,7.772,-15.347,0.0,4.375,0.105,0.145,1.464,15.329,9.748,1.508,0.018,0.009,0.107
SJA6198000,2017,TN,2.175,0.461,0.318,0.452,0.39,93019775.0,0.175,0.21,0.197,0.005,0.403,1.428,1.083,0.328,0.0,70.0,22.816,19.0,63.795,103.967,81.338,9.582,0.0,557.414,36.483,43.548,0.019,0.005,0.007,0.393,0.053,4.29,645.68,16.573,29.776,1.0,0.137,32.332,15.41,0.016,0.015,0.0,0.007,0.0,858.562,0.331,0.562,0.0,85.0,5.971,12.38,15.0,100.0,53.006,18.624,0.0,50.0,24.178,7.826,0.0,32.249,1.045,1.216,1.936,1.511,31.215,7.957,9.249,0.0,26.695,5.835,-18.86,0.0,2.715,0.085,0.102,2.318,15.024,10.21,1.259,0.023,0.001,0.054
SJA6216000,2017,TN,1.035,0.177,0.172,0.205,0.231,164809450.0,0.18,0.207,0.194,0.004,0.394,1.494,1.008,0.316,0.0,70.0,21.509,18.537,35.407,77.745,55.872,8.25,0.0,1085.146,23.934,37.547,0.006,0.008,0.006,0.56,0.052,3.67,645.68,24.647,32.073,0.0,0.143,24.304,11.055,0.029,0.001,0.0,0.007,0.0,916.456,0.621,0.726,0.0,85.0,3.024,4.806,15.0,100.0,60.189,22.465,0.0,50.0,18.302,8.097,0.0,27.702,0.85,1.168,1.068,0.994,32.212,9.289,9.596,0.0,28.601,6.49,-17.312,0.0,2.301,0.08,0.104,2.372,15.093,10.068,1.169,0.009,0.005,0.12
SJA6231000,2017,TN,1.525,0.325,0.321,0.377,0.387,108221100.0,0.177,0.206,0.192,0.005,0.399,1.447,0.964,0.325,0.0,70.0,28.454,21.963,1.1,54.135,23.286,10.073,0.0,408.0,24.904,29.953,0.001,0.001,0.0,0.403,0.048,3.67,645.68,35.593,72.512,1.0,0.159,17.936,7.153,0.039,0.004,0.0,0.003,0.0,823.406,0.393,0.667,0.0,85.0,6.452,11.093,15.0,100.0,54.093,26.003,0.0,50.0,17.453,8.564,0.0,36.835,1.072,1.553,0.733,1.36,31.645,10.472,10.122,0.0,24.883,6.793,-14.761,0.001,2.778,0.091,0.117,2.27,14.578,9.749,1.242,0.029,0.004,0.153
SJA6231000,2018,TN,2.937,0.325,0.321,0.377,0.387,108221100.0,0.177,0.206,0.192,0.005,0.399,1.447,0.964,0.325,0.0,70.0,28.454,21.963,1.1,54.135,23.286,10.073,0.0,408.0,24.904,29.953,0.0,0.003,0.004,0.403,0.048,3.67,645.68,35.593,72.512,1.0,0.159,16.581,6.315,0.039,0.004,0.0,0.003,0.0,596.121,0.393,0.667,0.0,85.0,6.452,11.093,15.0,100.0,54.093,26.003,0.0,50.0,17.453,8.564,0.0,36.835,1.072,1.553,1.907,1.36,31.645,10.472,10.122,0.0,29.848,7.613,-21.485,0.001,2.778,0.091,0.117,2.27,14.578,9.749,1.242,0.029,0.004,0.153
SJA6231000,2019,TN,1.4,0.325,0.321,0.377,0.387,108221100.0,0.177,0.206,0.192,0.005,0.399,1.447,0.964,0.325,0.0,70.0,28.454,21.963,1.1,54.135,23.286,10.073,0.0,408.0,24.904,29.953,0.003,0.005,0.003,0.403,0.048,3.67,645.68,35.593,72.512,1.0,0.159,16.031,6.027,0.039,0.004,0.0,0.003,0.0,847.433,0.393,0.667,0.0,85.0,6.452,11.093,15.0,100.0,54.093,26.003,0.0,50.0,17.453,8.564,0.0,36.835,1.072,1.553,2.143,1.36,31.645,10.472,10.122,0.0,28.762,7.747,-18.322,0.001,2.778,0.091,0.117,2.27,14.578,9.749,1.242,0.029,0.004,0.153
SJA6231000,2020,TN,1.9,0.325,0.321,0.377,0.387,108221100.0,0.177,0.206,0.192,0.005,0.399,1.447,0.964,0.325,0.0,70.0,28.454,21.963,1.1,54.135,23.286,10.073,0.0,408.0,24.904,29.953,0.002,0.002,0.001,0.403,0.048,3.67,645.68,35.593,72.512,1.0,0.159,16.577,6.342,0.039,0.004,0.0,0.003,0.0,863.174,0.393,0.667,0.0,85.0,6.452,11.093,15.0,100.0,54.093,26.003,0.0,50.0,17.453,8.564,0.0,36.835,1.072,1.553,0.281,1.36,31.645,10.472,10.122,0.0,28.655,8.656,-7.168,0.001,2.778,0.091,0.117,2.27,14.578,9.749,1.242,0.029,0.004,0.153
SJA6245000,2017,TN,2.95,0.377,0.235,0.325,0.301,882766500.0,0.174,0.22,0.196,0.004,0.396,1.491,0.973,0.38,0.0,70.0,30.601,23.723,45.257,142.113,73.82,12.69,0.0,664.278,35.425,48.127,0.009,0.005,0.007,0.477,0.044,3.67,645.68,12.837,25.446,1.0,0.152,32.278,15.383,0.017,0.01,0.0,0.007,0.0,855.645,0.539,0.629,0.0,85.0,3.902,7.873,15.0,100.0,45.897,21.408,0.0,50.0,23.502,8.752,0.0,88.758,0.983,1.223,1.878,1.014,31.96,11.195,11.099,0.001,27.46,5.922,-18.86,0.0,922.779,0.083,0.242,0.157,15.473,10.084,1.312,0.026,0.003,0.055
SJA6273000,2019,TN,2.0,0.359,0.411,0.401,0.429,149470525.0,0.177,0.208,0.192,0.004,0.374,1.518,0.973,0.369,0.0,70.0,28.262,24.415,27.076,61.307,43.939,5.736,0.0,579.946,29.055,36.441,0.009,0.005,0.006,0.356,0.062,5.09,645.68,29.735,43.598,0.217,0.036,18.998,8.471,0.047,0.006,0.001,0.01,0.0,829.4,0.331,0.514,0.0,85.0,4.7,9.923,15.0,100.0,54.739,26.98,0.0,50.0,16.999,7.38,0.0,37.852,1.207,1.573,3.676,0.814,34.437,10.907,10.626,0.001,29.077,7.093,-20.53,0.0,4.047,0.105,0.135,2.135,14.759,9.769,1.342,0.078,0.008,0.09
SJA6331000,2020,TN,1.503,0.088,0.087,0.094,0.086,59201625.0,0.177,0.199,0.189,0.004,0.408,1.461,0.939,0.274,0.0,70.0,17.614,19.697,0.113,64.489,24.862,12.83,0.0,505.482,21.339,25.877,0.004,0.001,0.002,0.356,0.139,5.09,645.68,77.899,123.389,0.7,0.0,18.212,8.07,0.154,0.016,0.0,0.005,0.0,811.561,0.626,0.664,0.0,85.0,12.046,20.494,15.0,100.0,68.894,25.745,0.0,50.0,13.492,10.324,0.0,57.977,1.654,3.059,0.32,1.244,30.755,9.933,8.486,0.001,27.653,8.373,-7.308,0.0,7.945,0.144,0.253,1.429,13.916,9.457,1.619,0.209,0.034,0.02
SJA6536000,2019,TN,1.098,0.21,0.13,0.206,0.181,132848025.0,0.177,0.21,0.193,0.004,0.394,1.461,0.973,0.359,0.0,70.0,29.116,24.062,40.944,76.21,56.098,5.999,0.0,337.336,25.118,28.638,0.007,0.013,0.014,0.612,0.054,3.67,645.68,15.403,24.135,1.0,0.004,23.463,10.328,0.005,0.006,0.0,0.013,0.0,891.824,0.602,0.718,0.0,85.0,7.744,14.082,15.0,100.0,48.892,22.707,0.0,50.0,21.992,8.197,0.0,22.034,1.021,1.075,4.215,1.243,32.188,10.659,10.255,0.0,29.194,7.06,-20.175,0.0,1.777,0.085,0.075,2.572,14.459,9.811,1.163,0.014,0.003,0.103
SJA6551000,2017,TN,0.888,0.214,0.142,0.223,0.218,547512825.0,0.158,0.214,0.189,0.005,0.373,1.502,1.045,0.378,0.0,70.0,24.825,24.864,58.345,316.817,111.154,46.122,0.0,933.554,37.886,49.336,0.006,0.004,0.005,0.553,0.077,3.67,645.68,44.711,48.646,0.119,0.069,14.239,6.132,0.019,0.063,0.007,0.12,0.023,875.682,0.444,0.612,0.0,85.0,2.14,7.19,15.0,100.0,61.124,29.262,0.0,50.0,14.051,8.46,0.0,49.458,2.745,3.673,2.239,0.932,34.595,9.608,10.75,0.001,28.275,6.027,-20.358,0.0,4.707,0.201,0.241,1.908,16.318,8.813,1.961,0.016,0.006,0.051
SJA6721000,2017,TN,3.225,0.462,0.232,0.379,0.335,197803225.0,0.174,0.22,0.197,0.004,0.42,1.469,1.125,0.321,0.0,70.0,21.779,17.645,63.958,118.008,89.132,11.934,0.0,595.678,46.759,53.978,0.008,0.005,0.007,0.423,0.055,3.67,645.68,14.017,40.907,1.0,0.217,32.249,15.367,0.017,0.002,0.0,0.003,0.0,850.682,0.388,0.625,0.0,85.0,6.139,9.385,15.0,100.0,53.11,16.344,0.0,50.0,25.111,6.933,0.0,33.671,1.15,1.193,2.072,1.181,29.596,6.95,8.312,0.0,26.885,5.791,-17.944,0.0,2.612,0.087,0.09,2.406,15.46,10.134,1.346,0.023,0.001,0.018
SJA6742000,2016,TN,3.617,0.475,0.36,0.502,0.43,71470425.0,0.175,0.21,0.198,0.005,0.403,1.428,1.118,0.301,0.0,70.0,19.545,14.944,66.758,103.967,84.619,8.356,0.0,557.414,37.105,42.654,0.0,0.0,0.001,0.379,0.045,4.29,645.68,18.187,33.543,1.0,0.152,29.721,14.123,0.017,0.0,0.0,0.005,0.0,798.544,0.278,0.544,0.0,85.0,6.845,13.622,15.0,100.0,55.538,16.449,0.0,50.0,24.918,7.867,0.001,29.388,1.046,1.153,3.681,1.511,31.215,6.946,8.431,0.0,28.401,5.918,-28.357,0.0,2.222,0.083,0.094,2.557,15.024,10.237,1.222,0.021,0.001,0.061
SJA6742000,2017,TN,3.175,0.475,0.36,0.502,0.43,71470425.0,0.175,0.21,0.198,0.005,0.403,1.428,1.118,0.301,0.0,70.0,19.545,14.944,66.758,103.967,84.619,8.356,0.0,557.414,37.105,42.654,0.015,0.004,0.007,0.379,0.045,4.29,645.68,18.187,33.543,1.0,0.152,32.332,15.41,0.017,0.0,0.0,0.005,0.0,858.882,0.278,0.544,0.0,85.0,6.845,13.622,15.0,100.0,55.538,16.449,0.0,50.0,24.918,7.867,0.001,29.388,1.046,1.153,1.944,1.511,31.215,6.946,8.431,0.0,26.695,5.807,-18.86,0.0,2.222,0.083,0.094,2.557,15.024,10.237,1.222,0.021,0.001,0.061
SJA6742000,2018,TN,3.0,0.475,0.36,0.502,0.43,71470425.0,0.175,0.21,0.198,0.005,0.403,1.428,1.118,0.301,0.0,70.0,19.545,14.944,66.758,103.967,84.619,8.356,0.0,557.414,37.105,42.654,0.0,0.0,0.0,0.379,0.045,4.29,645.68,18.187,33.543,1.0,0.152,30.492,14.398,0.017,0.0,0.0,0.005,0.0,565.117,0.278,0.544,0.0,85.0,6.845,13.622,15.0,100.0,55.538,16.449,0.0,50.0,24.918,7.867,0.001,29.388,1.046,1.153,3.44,1.511,31.215,6.946,8.431,0.0,29.905,6.746,-24.33,0.0,2.222,0.083,0.094,2.557,15.024,10.237,1.222,0.021,0.001,0.061
SJA6742000,2019,TN,2.175,0.475,0.36,0.502,0.43,71470425.0,0.175,0.21,0.198,0.005,0.403,1.428,1.118,0.301,0.0,70.0,19.545,14.944,66.758,103.967,84.619,8.356,0.0,557.414,37.105,42.654,0.011,0.001,0.003,0.379,0.045,4.29,645.68,18.187,33.543,1.0,0.152,30.227,14.325,0.017,0.0,0.0,0.005,0.0,774.469,0.278,0.544,0.0,85.0,6.845,13.622,15.0,100.0,55.538,16.449,0.0,50.0,24.918,7.867,0.001,29.388,1.046,1.153,6.878,1.511,31.215,6.946,8.431,0.0,29.298,6.792,-21.265,0.0,2.222,0.083,0.094,2.557,15.024,10.237,1.222,0.021,0.001,0.061
SJA6742000,2020,TN,3.85,0.475,0.36,0.502,0.43,71470425.0,0.175,0.21,0.198,0.005,0.403,1.428,1.118,0.301,0.0,70.0,19.545,14.944,66.758,103.967,84.619,8.356,0.0,557.414,37.105,42.654,0.016,0.003,0.007,0.379,0.045,4.29,645.68,18.187,33.543,1.0,0.152,30.2,14.304,0.017,0.0,0.0,0.005,0.0,823.636,0.278,0.544,0.0,85.0,6.845,13.622,15.0,100.0,55.538,16.449,0.0,50.0,24.918,7.867,0.001,29.388,1.046,1.153,0.602,1.511,31.215,6.946,8.431,0.0,28.925,7.705,-15.347,0.0,2.222,0.083,0.094,2.557,15.024,10.237,1.222,0.021,0.001,0.061
SJA6880000,2016,TN,2.25,0.154,0.024,0.101,0.07,328692975.0,0.172,0.213,0.19,0.005,0.401,1.487,0.962,0.386,0.0,70.0,26.934,25.878,0.264,143.626,85.588,24.152,0.0,955.188,32.198,43.267,0.008,0.006,0.007,0.609,0.046,4.29,645.68,54.493,69.568,0.763,0.023,18.809,8.471,0.024,0.01,0.0,0.026,0.005,835.475,0.528,0.717,0.0,85.0,5.563,12.496,15.0,100.0,59.097,30.217,0.0,50.0,13.969,7.707,0.0,53.203,1.488,2.549,3.781,1.043,31.395,11.661,11.412,0.001,27.98,5.96,-27.265,0.0,5.347,0.114,0.179,1.85,16.05,9.815,1.631,0.023,0.011,0.133
SJA6880000,2017,TN,1.867,0.154,0.024,0.101,0.07,328692975.0,0.172,0.213,0.19,0.005,0.401,1.487,0.962,0.386,0.0,70.0,26.934,25.878,0.264,143.626,85.588,24.152,0.0,955.188,32.198,43.267,0.007,0.006,0.008,0.609,0.046,4.29,645.68,54.493,69.568,0.763,0.023,21.892,10.022,0.024,0.01,0.0,0.026,0.005,832.453,0.528,0.717,0.0,85.0,5.563,12.496,15.0,100.0,59.097,30.217,0.0,50.0,13.969,7.707,0.0,53.203,1.488,2.549,1.93,1.043,31.395,11.661,11.412,0.001,26.385,5.824,-18.123,0.0,5.347,0.114,0.179,1.85,16.05,9.815,1.631,0.023,0.011,0.133
SJA6880000,2018,TN,1.952,0.154,0.024,0.101,0.07,328692975.0,0.172,0.213,0.19,0.005,0.401,1.487,0.962,0.386,0.0,70.0,26.934,25.878,0.264,143.626,85.588,24.152,0.0,955.188,32.198,43.267,0.007,0.005,0.006,0.609,0.046,4.29,645.68,54.493,69.568,0.763,0.023,20.784,9.483,0.024,0.01,0.0,0.026,0.005,564.928,0.528,0.717,0.0,85.0,5.563,12.496,15.0,100.0,59.097,30.217,0.0,50.0,13.969,7.707,0.0,53.203,1.488,2.549,3.278,1.043,31.395,11.661,11.412,0.001,30.543,6.78,-22.284,0.0,5.347,0.114,0.179,1.85,16.05,9.815,1.631,0.023,0.011,0.133
SJA6880000,2019,TN,2.125,0.154,0.024,0.101,0.07,328692975.0,0.172,0.213,0.19,0.005,0.401,1.487,0.962,0.386,0.0,70.0,26.934,25.878,0.264,143.626,85.588,24.152,0.0,955.188,32.198,43.267,0.009,0.004,0.006,0.609,0.046,4.29,645.68,54.493,69.568,0.763,0.023,20.222,9.095,0.024,0.01,0.0,0.026,0.005,789.536,0.528,0.717,0.0,85.0,5.563,12.496,15.0,100.0,59.097,30.217,0.0,50.0,13.969,7.707,0.0,53.203,1.488,2.549,6.461,1.043,31.395,11.661,11.412,0.001,28.634,6.766,-19.774,0.0,5.347,0.114,0.179,1.85,16.05,9.815,1.631,0.023,0.011,0.133
