site_code,obs_year,parameter,obs_value,arable_prop,arable_prop_buff_100,arable_prop_buff_1000,arable_prop_buff_500,area,awc1_min,awc1_max,awc1_mean,awc1_std,bd1_min,bd1_max,bd1_mean,bd1_std,clay1_min,clay1_max,clay1_mean,clay1_std,dem_min,dem_max,dem_mean,dem_std,flowlength_min,flowlength_max,flowlength_mean,flowlength_std,forest_disturb_prop_buff_100,forest_disturb_prop_buff_1000,forest_disturb_prop_buff_500,forest_prop,grassland_prop,k1_min,k1_max,k1_mean,k1_std,limestone_prop,livestock_density,manure_dep_n,manure_dep_p,other_prop,pol_sen_drain_h_prop,pol_sen_drain_vh_prop,pol_sen_nat_h_prop,pol_sen_nat_vh_prop,precip_mean,rip_veg_drain_prop,rip_veg_nat_prop,rock1_min,rock1_max,rock1_mean,rock1_std,sand1_min,sand1_max,sand1_mean,sand1_std,silt1_min,silt1_max,silt1_mean,silt1_std,slope_min,slope_max,slope_mean,slope_std,snow_depth_mean,soc1_min,soc1_max,soc1_mean,soc1_std,stream_density,temp_max,temp_mean,temp_min,tri_min,tri_max,tri_mean,tri_std,twi_min,twi_max,twi_mean,twi_std,urban_prop,water_prop,wetland_prop
SJA2839000,2017,TN,1.108,0.152,0.065,0.133,0.131,77609375.0,0.0,0.205,0.192,0.004,0.41,1.51,0.989,0.408,0.0,70.0,26.769,25.815,167.883,231.279,187.412,7.523,0.0,411.979,35.419,34.965,0.013,0.011,0.013,0.62,0.051,3.67,645.68,48.065,51.196,0.969,0.062,15.206,6.548,0.019,0.069,0.005,0.043,0.003,887.818,0.536,0.83,0.0,85.0,2.123,9.658,15.0,100.0,60.077,31.071,0.0,50.0,13.154,7.916,0.0,37.494,3.099,3.377,2.826,0.874,30.572,11.341,11.467,0.0,27.581,5.811,-20.818,0.0,3.064,0.221,0.221,2.512,15.102,8.506,2.225,0.017,0.034,0.107
SJA2954000,2020,TN,1.522,0.232,0.242,0.302,0.292,42615425.0,0.178,0.205,0.192,0.004,0.398,1.443,0.902,0.332,0.0,70.0,24.025,21.977,15.429,73.122,55.478,8.179,0.0,765.443,23.645,36.079,0.004,0.004,0.006,0.499,0.093,5.09,645.68,47.995,56.568,0.953,0.093,22.608,10.282,0.014,0.006,0.0,0.138,0.008,778.911,0.607,0.631,0.0,85.0,5.331,13.043,15.0,100.0,60.986,27.993,0.0,50.0,14.989,8.184,0.0,44.193,0.987,1.742,0.571,1.386,31.804,12.107,10.636,0.0,28.284,7.922,-10.12,0.001,3.807,0.088,0.139,2.25,14.526,9.876,1.24,0.011,0.002,0.149
SJA3019000,2019,TN,1.572,0.24,0.193,0.294,0.288,118891750.0,0.178,0.204,0.192,0.003,0.404,1.46,0.99,0.356,0.0,70.0,28.459,23.832,24.143,70.294,44.127,9.877,0.0,521.707,30.64,35.49,0.004,0.006,0.008,0.584,0.052,3.67,645.68,19.419,40.466,0.832,0.059,19.803,8.806,0.015,0.001,0.0,0.001,0.0,895.831,0.466,0.715,0.0,85.0,7.351,12.303,15.0,100.0,50.513,22.902,0.0,50.0,21.028,7.556,0.0,36.809,1.186,1.273,4.008,1.251,31.158,10.287,10.302,0.0,29.194,7.07,-19.821,0.0,3.102,0.095,0.091,2.336,14.796,9.712,1.258,0.024,0.008,0.077
SJA3124000,2016,TN,1.917,0.344,0.195,0.335,0.323,240503125.0,0.163,0.207,0.189,0.005,0.404,1.5,1.145,0.329,0.0,70.0,19.65,21.175,32.363,189.939,95.378,29.423,0.0,909.606,62.119,73.776,0.012,0.009,0.012,0.47,0.1,3.67,645.68,39.615,46.743,0.0,0.036,16.941,7.944,0.016,0.13,0.016,0.128,0.02,858.075,0.484,0.679,0.0,85.0,3.065,7.896,15.0,100.0,66.981,25.231,0.0,50.0,13.369,7.754,0.0,43.416,3.507,3.586,3.163,0.945,31.079,6.884,8.873,0.001,29.914,6.3,-26.247,0.0,3.49,0.245,0.236,2.217,15.491,8.334,2.015,0.033,0.012,0.024
SJA3124000,2017,TN,1.45,0.344,0.195,0.335,0.323,240503125.0,0.163,0.207,0.189,0.005,0.404,1.5,1.145,0.329,0.0,70.0,19.65,21.175,32.363,189.939,95.378,29.423,0.0,909.606,62.119,73.776,0.013,0.009,0.012,0.47,0.1,3.67,645.68,39.615,46.743,0.0,0.036,17.692,8.288,0.016,0.13,0.016,0.128,0.02,816.368,0.484,0.679,0.0,85.0,3.065,7.896,15.0,100.0,66.981,25.231,0.0,50.0,13.369,7.754,0.0,43.416,3.507,3.586,1.64,0.945,31.079,6.884,8.873,0.001,28.209,6.152,-20.683,0.0,3.49,0.245,0.236,2.217,15.491,8.334,2.015,0.033,0.012,0.024
SJA3124000,2018,TN,1.312,0.344,0.195,0.335,0.323,240503125.0,0.163,0.207,0.189,0.005,0.404,1.5,1.145,0.329,0.0,70.0,19.65,21.175,32.363,189.939,95.378,29.423,0.0,909.606,62.119,73.776,0.006,0.005,0.007,0.47,0.1,3.67,645.68,39.615,46.743,0.0,0.036,17.111,7.954,0.016,0.13,0.016,0.128,0.02,571.326,0.484,0.679,0.0,85.0,3.065,7.896,15.0,100.0,66.981,25.231,0.0,50.0,13.369,7.754,0.0,43.416,3.507,3.586,3.396,0.945,31.079,6.884,8.873,0.001,30.058,7.054,-24.738,0.0,3.49,0.245,0.236,2.217,15.491,8.334,2.015,0.033,0.012,0.024
SJA3124000,2019,TN,1.38,0.344,0.195,0.335,0.323,240503125.0,0.163,0.207,0.189,0.005,0.404,1.5,1.145,0.329,0.0,70.0,19.65,21.175,32.363,189.939,95.378,29.423,0.0,909.606,62.119,73.776,0.007,0.006,0.008,0.47,0.1,3.67,645.68,39.615,46.743,0.0,0.036,17.177,7.952,0.016,0.13,0.016,0.128,0.02,707.057,0.484,0.679,0.0,85.0,3.065,7.896,15.0,100.0,66.981,25.231,0.0,50.0,13.369,7.754,0.0,43.416,3.507,3.586,6.811,0.945,31.079,6.884,8.873,0.001,29.541,7.3,-18.058,0.0,3.49,0.245,0.236,2.217,15.491,8.334,2.015,0.033,0.012,0.024
SJA3124000,2020,TN,1.375,0.344,0.195,0.335,0.323,240503125.0,0.163,0.207,0.189,0.005,0.404,1.5,1.145,0.329,0.0,70.0,19.65,21.175,32.363,189.939,95.378,29.423,0.0,909.606,62.119,73.776,0.007,0.006,0.007,0.47,0.1,3.67,645.68,39.615,46.743,0.0,0.036,16.321,7.554,0.016,0.13,0.016,0.128,0.02,717.633,0.484,0.679,0.0,85.0,3.065,7.896,15.0,100.0,66.981,25.231,0.0,50.0,13.369,7.754,0.0,43.416,3.507,3.586,0.6,0.945,31.079,6.884,8.873,0.001,29.183,8.11,-13.611,0.0,3.49,0.245,0.236,2.217,15.491,8.334,2.015,0.033,0.012,0.024
SJA3251000,2019,TN,2.26,0.303,0.328,0.353,0.379,1485631450.0,0.172,0.212,0.191,0.005,0.37,1.503,1.0,0.322,0.0,70.0,24.698,21.066,4.79,106.491,39.15,17.948,0.0,655.881,21.431,28.728,0.006,0.006,0.007,0.517,0.04,3.67,645.68,26.246,39.83,0.794,0.107,25.049,10.975,0.014,0.016,0.0,0.075,0.008,854.688,0.433,0.543,0.0,85.0,3.073,8.488,15.0,100.0,54.723,24.802,0.0,50.0,20.579,10.943,0.0,54.046,0.897,1.232,3.815,0.928,34.938,9.544,9.723,0.0,29.541,7.255,-23.4,0.0,6.166,0.082,0.1,1.745,16.678,9.806,1.171,0.02,0.005,0.1
SJA3251000,2020,TN,2.475,0.303,0.328,0.353,0.379,1485631450.0,0.172,0.212,0.191,0.005,0.37,1.503,1.0,0.322,0.0,70.0,24.698,21.066,4.79,106.491,39.15,17.948,0.0,655.881,21.431,28.728,0.004,0.005,0.005,0.517,0.04,3.67,645.68,26.246,39.83,0.794,0.107,24.414,10.718,0.014,0.016,0.0,0.075,0.008,882.649,0.433,0.543,0.0,85.0,3.073,8.488,15.0,100.0,54.723,24.802,0.0,50.0,20.579,10.943,0.0,54.046,0.897,1.232,0.445,0.928,34.938,9.544,9.723,0.0,29.475,8.2,-15.358,0.0,6.166,0.082,0.1,1.745,16.678,9.806,1.171,0.02,0.005,0.1
SJA3336000,2020,TN,8.0,0.489,0.266,0.473,0.393,79572825.0,0.174,0.205,0.192,0.005,0.395,1.446,1.084,0.341,0.0,70.0,24.751,20.613,71.751,130.112,85.913,10.207,0.0,563.36,46.661,50.213,0.0,0.004,0.001,0.344,0.096,3.67,645.68,11.809,15.018,0.534,0.017,22.608,10.282,0.028,0.014,0.0,0.01,0.0,782.934,0.307,0.435,0.0,85.0,8.33,9.594,15.0,100.0,53.126,18.946,0.0,50.0,22.122,6.124,0.0,25.37,1.317,1.361,0.654,1.367,32.051,8.112,9.483,0.0,27.769,7.675,-10.377,0.0,2.639,0.1,0.106,2.279,15.563,10.022,1.414,0.025,0.001,0.017
SJA3363000,2019,TN,0.752,0.133,0.06,0.121,0.107,47045675.0,0.174,0.203,0.188,0.005,0.42,1.481,1.074,0.284,5.0,70.0,13.35,17.709,13.066,80.862,55.758,10.1,0.0,717.25,30.088,44.824,0.01,0.005,0.007,0.676,0.08,5.09,133.21,95.344,52.512,0.626,0.007,22.302,10.156,0.017,0.009,0.0,0.06,0.006,813.756,1.0,0.834,0.0,85.0,5.85,18.242,15.0,90.0,78.152,23.51,3.0,30.0,8.498,6.882,0.0,43.089,1.431,2.611,4.724,1.094,29.515,7.478,8.292,0.001,26.774,6.905,-15.887,0.0,3.524,0.114,0.186,2.125,14.601,9.721,1.389,0.015,0.007,0.072
SJA3440000,2017,TN,1.44,0.191,0.131,0.16,0.144,155933200.0,0.178,0.207,0.193,0.004,0.374,1.489,1.048,0.317,0.0,70.0,23.02,22.676,23.013,70.475,50.156,8.443,0.0,419.799,22.185,27.919,0.011,0.009,0.013,0.755,0.014,3.67,645.68,39.344,48.365,1.0,0.001,32.078,15.278,0.007,0.001,0.0,0.004,0.0,852.479,0.565,0.857,0.0,85.0,1.238,4.017,15.0,100.0,60.508,26.622,0.0,50.0,16.471,10.629,0.0,30.732,0.939,1.201,1.599,1.035,34.473,8.322,8.92,0.001,27.657,6.184,-18.201,0.001,2.542,0.088,0.106,2.302,14.48,9.809,1.171,0.005,0.001,0.026
SJA3473000,2017,TN,2.975,0.161,0.016,0.12,0.081,26469500.0,0.182,0.207,0.198,0.004,0.417,1.415,0.815,0.422,9.0,70.0,37.241,21.769,67.939,94.465,77.731,4.677,0.0,421.917,31.656,41.2,0.001,0.0,0.0,0.49,0.029,5.09,37.54,8.655,4.809,1.0,0.0,32.332,15.41,0.014,0.08,0.0,0.028,0.0,864.125,0.85,0.768,0.0,85.0,2.256,6.225,15.0,82.0,39.905,20.4,9.0,30.0,22.853,5.279,0.0,18.592,0.81,0.959,1.896,1.615,29.884,16.816,12.649,0.001,26.695,5.863,-18.86,0.0,1.515,0.068,0.075,3.158,14.371,10.288,1.136,0.022,0.01,0.274
SJA3476000,2016,TN,1.622,0.075,0.057,0.07,0.072,354436300.0,0.0,0.212,0.196,0.005,0.401,1.493,0.825,0.357,0.0,70.0,33.579,25.288,1.599,132.384,42.991,14.214,0.0,637.091,23.788,29.691,0.005,0.01,0.008,0.612,0.014,3.67,645.68,35.025,73.299,0.627,0.006,14.624,6.202,0.104,0.002,0.0,0.038,0.009,945.94,0.572,0.765,0.0,85.0,10.093,22.174,15.0,100.0,46.413,28.024,0.0,50.0,20.008,11.377,0.0,64.955,2.868,5.385,4.364,1.003,31.392,14.791,11.236,0.0,28.006,6.279,-22.623,0.0,7.95,0.224,0.398,1.355,14.72,8.874,2.152,0.012,0.017,0.167
SJA3476000,2017,TN,1.55,0.075,0.057,0.07,0.072,354436300.0,0.0,0.212,0.196,0.005,0.401,1.493,0.825,0.357,0.0,70.0,33.579,25.288,1.599,132.384,42.991,14.214,0.0,637.091,23.788,29.691,0.006,0.006,0.006,0.612,0.014,3.67,645.68,35.025,73.299,0.627,0.006,14.794,6.289,0.104,0.002,0.0,0.038,0.009,878.313,0.572,0.765,0.0,85.0,10.093,22.174,15.0,100.0,46.413,28.024,0.0,50.0,20.008,11.377,0.0,64.955,2.868,5.385,2.531,1.003,31.392,14.791,11.236,0.0,27.059,6.102,-17.214,0.0,7.95,0.224,0.398,1.355,14.72,8.874,2.152,0.012,0.017,0.167
SJA3476000,2018,TN,1.7,0.075,0.057,0.07,0.072,354436300.0,0.0,0.212,0.196,0.005,0.401,1.493,0.825,0.357,0.0,70.0,33.579,25.288,1.599,132.384,42.991,14.214,0.0,637.091,23.788,29.691,0.004,0.009,0.008,0.612,0.014,3.67,645.68,35.025,73.299,0.627,0.006,15.811,6.626,0.104,0.002,0.0,0.038,0.009,647.814,0.572,0.765,0.0,85.0,10.093,22.174,15.0,100.0,46.413,28.024,0.0,50.0,20.008,11.377,0.0,64.955,2.868,5.385,4.419,1.003,31.392,14.791,11.236,0.0,29.387,7.034,-21.914,0.0,7.95,0.224,0.398,1.355,14.72,8.874,2.152,0.012,0.017,0.167
SJA3477000,2019,TN,4.45,0.298,0.142,0.276,0.212,142259475.0,0.183,0.211,0.199,0.004,0.404,1.488,0.895,0.412,0.0,70.0,33.634,22.643,70.06,108.217,81.024,7.712,0.0,623.547,32.426,46.027,0.007,0.007,0.01,0.392,0.024,5.09,645.68,15.704,28.236,1.0,0.072,29.881,14.145,0.01,0.003,0.0,0.033,0.0,787.512,0.493,0.749,0.0,85.0,4.073,8.083,15.0,100.0,45.806,23.631,0.0,50.0,20.561,5.822,0.0,40.962,0.931,1.368,6.923,1.036,31.16,13.972,12.168,0.0,29.214,6.754,-21.256,0.0,3.172,0.077,0.104,1.998,14.955,10.216,1.279,0.019,0.006,0.251
SJA3477000,2020,TN,4.65,0.298,0.142,0.276,0.212,142259475.0,0.183,0.211,0.199,0.004,0.404,1.488,0.895,0.412,0.0,70.0,33.634,22.643,70.06,108.217,81.024,7.712,0.0,623.547,32.426,46.027,0.003,0.001,0.002,0.392,0.024,5.09,645.68,15.704,28.236,1.0,0.072,29.831,14.112,0.01,0.003,0.0,0.033,0.0,839.088,0.493,0.749,0.0,85.0,4.073,8.083,15.0,100.0,45.806,23.631,0.0,50.0,20.561,5.822,0.0,40.962,0.931,1.368,0.598,1.036,31.16,13.972,12.168,0.0,28.792,7.698,-15.347,0.0,3.172,0.077,0.104,1.998,14.955,10.216,1.279,0.019,0.006,0.251
SJA3570000,2019,TN,1.188,0.042,0.106,0.083,0.122,90116275.0,0.165,0.202,0.19,0.005,0.419,1.502,0.867,0.364,0.0,70.0,30.693,28.352,1.183,26.928,15.46,4.516,0.0,327.456,14.429,17.457,0.004,0.003,0.004,0.617,0.027,3.67,645.68,72.675,64.196,0.98,0.002,16.031,6.027,0.01,0.0,0.0,0.0,0.0,899.978,0.736,0.837,0.0,85.0,2.551,8.339,15.0,100.0,57.633,34.949,0.0,50.0,11.674,7.764,0.0,24.604,0.621,0.7,1.672,0.936,29.688,13.657,11.182,0.0,26.829,7.92,-16.073,0.001,2.018,0.061,0.053,2.549,13.705,9.795,0.883,0.003,0.001,0.301
SJA3619000,2020,TN,8.2,0.563,0.362,0.558,0.496,365286975.0,0.169,0.206,0.19,0.005,0.395,1.477,1.15,0.278,0.0,70.0,19.365,16.676,57.237,138.016,89.904,19.481,0.0,881.905,45.752,50.542,0.005,0.003,0.003,0.273,0.064,3.67,645.68,21.002,46.93,0.678,0.219,22.608,10.282,0.038,0.008,0.0,0.012,0.0,773.429,0.269,0.344,0.0,85.0,8.897,12.35,15.0,100.0,60.508,18.133,0.0,50.0,20.127,7.767,0.0,40.742,1.484,1.867,0.707,1.124,32.051,6.016,7.299,0.0,28.099,7.678,-11.307,0.0,7.82,0.112,0.14,2.028,15.563,9.917,1.525,0.054,0.002,0.006
SJA3634000,2019,TN,2.05,0.308,0.334,0.343,0.365,202450400.0,0.175,0.208,0.192,0.004,0.374,1.518,0.974,0.366,0.0,70.0,27.58,24.28,20.71,66.269,42.772,6.59,0.0,838.234,28.834,38.009,0.007,0.003,0.005,0.366,0.06,4.29,645.68,34.117,47.444,0.329,0.041,18.998,8.471,0.054,0.005,0.0,0.01,0.0,830.685,0.339,0.559,0.0,85.0,4.491,9.271,15.0,100.0,55.436,27.468,0.0,50.0,16.983,8.185,0.0,37.852,1.286,1.771,3.534,0.814,34.437,10.829,10.598,0.001,29.077,7.138,-20.53,0.0,4.047,0.112,0.147,1.859,15.479,9.694,1.376,0.13,0.007,0.075
SJA3681000,2020,TN,1.38,0.597,0.721,0.661,0.74,14152425.0,0.178,0.203,0.191,0.004,0.418,1.441,1.069,0.17,0.0,70.0,13.948,10.9,22.954,85.322,33.411,5.49,0.0,551.328,33.042,47.886,0.0,0.004,0.0,0.253,0.081,3.67,645.68,46.063,55.689,0.667,0.283,12.879,5.294,0.037,0.0,0.0,0.002,0.0,809.081,0.185,0.117,0.0,85.0,10.127,8.39,15.0,100.0,69.164,16.67,0.0,50.0,16.888,9.682,0.001,48.05,1.238,1.833,0.76,1.405,29.766,5.982,3.801,0.0,27.84,8.044,-5.697,0.001,4.438,0.103,0.145,2.268,14.088,9.848,1.356,0.026,0.004,0.002
SJA3685000,2020,TN,3.95,0.29,0.16,0.259,0.21,529453750.0,0.17,0.207,0.191,0.005,0.375,1.496,1.05,0.349,0.0,70.0,22.174,23.171,37.258,138.716,83.429,20.089,0.0,732.735,30.785,37.734,0.004,0.004,0.004,0.578,0.052,3.67,645.68,50.046,56.28,0.858,0.113,22.455,10.203,0.016,0.003,0.001,0.01,0.0,758.146,0.569,0.6,0.0,85.0,5.205,12.456,15.0,100.0,64.371,27.434,0.0,50.0,13.456,8.228,0.0,40.22,1.401,2.24,0.711,0.976,34.338,8.979,10.113,0.0,28.661,7.685,-13.804,0.0,3.579,0.111,0.161,1.962,15.779,9.795,1.541,0.015,0.004,0.046
SJA3731000,2020,TN,1.725,0.2,0.065,0.122,0.085,60859775.0,0.175,0.206,0.191,0.005,0.412,1.474,0.983,0.352,0.0,70.0,27.316,27.56,37.87,132.354,57.466,12.458,0.0,385.858,25.052,30.304,0.01,0.011,0.014,0.534,0.047,3.67,645.68,59.003,59.904,0.561,0.098,12.879,5.294,0.136,0.0,0.0,0.0,0.0,756.251,0.892,0.779,0.0,85.0,2.02,3.715,15.0,100.0,59.813,31.538,0.0,50.0,12.871,8.01,0.0,48.318,1.458,2.905,0.771,1.145,30.301,10.253,9.993,0.0,28.414,7.969,-7.906,0.0,4.166,0.124,0.223,1.842,14.565,9.663,1.395,0.072,0.003,0.009
SJA3784000,2018,TN,1.062,0.002,0.0,0.003,0.001,16069600.0,0.174,0.189,0.181,0.003,0.421,1.439,0.895,0.409,5.0,70.0,31.433,29.678,7.344,31.409,16.279,1.836,0.0,197.286,13.697,14.358,0.0,0.003,0.002,0.842,0.005,5.09,133.21,74.563,58.124,1.0,0.0,22.962,8.4,0.007,0.0,0.0,0.001,0.0,575.725,0.0,0.957,0.0,0.0,0.0,0.0,15.0,90.0,58.733,36.014,3.0,25.0,9.834,6.905,0.001,34.978,1.29,2.228,1.591,1.422,29.497,13.898,12.058,0.0,29.611,8.113,-14.969,0.001,2.752,0.112,0.156,2.454,12.674,9.113,1.369,0.004,0.0,0.141
SJA3830000,2019,TN,2.375,0.257,0.3,0.314,0.345,810869950.0,0.172,0.206,0.19,0.005,0.37,1.465,0.979,0.321,0.0,70.0,25.481,21.228,5.162,81.76,32.582,14.943,0.0,655.881,18.615,25.597,0.006,0.007,0.006,0.562,0.033,3.67,645.68,27.095,41.105,0.636,0.057,24.989,10.94,0.012,0.021,0.0,0.09,0.007,849.502,0.454,0.596,0.0,85.0,2.237,6.833,15.0,100.0,53.975,25.051,0.0,50.0,20.544,11.12,0.0,35.979,0.797,1.139,3.451,1.213,34.938,10.056,9.961,0.0,29.541,7.345,-23.4,0.0,2.744,0.076,0.095,2.214,16.678,9.848,1.147,0.014,0.005,0.118
SJA3842000,2017,TN,1.172,0.116,0.135,0.14,0.149,216891525.0,0.172,0.206,0.191,0.006,0.41,1.473,1.003,0.312,0.0,70.0,17.991,19.86,1.288,70.244,30.139,17.707,0.0,658.406,22.661,35.486,0.005,0.003,0.005,0.683,0.038,3.67,645.68,72.944,61.089,0.0,0.05,25.655,11.667,0.016,0.003,0.0,0.018,0.001,890.92,0.545,0.835,0.0,85.0,2.469,9.476,15.0,100.0,69.484,26.437,0.0,50.0,12.525,8.649,0.0,35.249,0.935,1.455,0.899,1.155,30.494,9.343,9.563,0.001,28.561,6.694,-16.355,0.0,2.636,0.09,0.124,2.155,14.647,9.836,1.206,0.009,0.004,0.134
SJA3860000,2018,TN,1.245,0.001,0.003,0.002,0.001,19783575.0,0.18,0.212,0.196,0.008,0.423,1.525,0.833,0.415,5.0,70.0,29.988,22.413,30.755,54.506,38.282,3.964,0.0,188.621,13.489,15.068,0.0,0.006,0.003,0.559,0.002,4.29,133.21,56.459,54.091,0.998,0.0,15.811,6.626,0.015,0.0,0.0,0.0,0.0,658.585,0.0,0.736,0.0,85.0,0.271,4.793,15.0,90.0,55.514,32.703,3.0,50.0,14.498,11.198,0.0,27.328,0.596,1.212,2.399,0.764,29.245,15.928,12.317,0.0,29.314,7.033,-22.112,0.0,1.994,0.057,0.089,2.51,13.987,10.262,1.097,0.004,0.003,0.415
SJA3885000,2020,TN,0.925,0.132,0.116,0.215,0.1,18027125.0,0.183,0.207,0.196,0.004,0.43,1.422,1.276,0.101,5.0,70.0,13.462,5.588,87.561,134.945,117.826,10.361,0.0,421.01,32.926,36.402,0.0,0.008,0.015,0.829,0.023,5.09,133.21,27.956,35.087,1.0,0.0,22.608,10.282,0.006,0.0,0.0,0.0,0.0,754.362,0.0,0.821,0.0,60.0,3.539,4.849,15.0,90.0,68.792,11.789,3.0,30.0,17.746,7.969,0.001,30.402,1.007,1.267,0.754,1.558,28.602,3.057,2.192,0.0,28.343,7.593,-11.722,0.001,2.109,0.08,0.091,2.564,14.555,10.154,1.061,0.009,0.0,0.001
SJA3956000,2016,TN,6.833,0.536,0.34,0.52,0.464,422988125.0,0.169,0.207,0.19,0.005,0.376,1.477,1.139,0.279,0.0,70.0,19.114,17.241,1.733,138.016,84.989,22.426,0.0,881.905,43.606,49.192,0.004,0.002,0.003,0.305,0.065,3.67,645.68,26.81,54.11,0.671,0.215,20.118,9.129,0.035,0.009,0.0,0.042,0.004,870.678,0.34,0.402,0.0,85.0,8.828,13.464,15.0,100.0,61.866,19.481,0.0,50.0,19.02,8.393,0.0,47.706,1.47,1.996,4.318,1.124,34.176,6.188,7.349,0.0,27.486,5.969,-26.309,0.0,7.82,0.112,0.15,1.869,15.563,9.91,1.513,0.049,0.003,0.006
SJA3956000,2017,TN,5.5,0.536,0.34,0.52,0.464,422988125.0,0.169,0.207,0.19,0.005,0.376,1.477,1.139,0.279,0.0,70.0,19.114,17.241,1.733,138.016,84.989,22.426,0.0,881.905,43.606,49.192,0.003,0.004,0.006,0.305,0.065,3.67,645.68,26.81,54.11,0.671,0.215,22.962,10.547,0.035,0.009,0.0,0.042,0.004,820.251,0.34,0.402,0.0,85.0,8.828,13.464,15.0,100.0,61.866,19.481,0.0,50.0,19.02,8.393,0.0,47.706,1.47,1.996,2.243,1.124,34.176,6.188,7.349,0.0,26.332,5.812,-17.896,0.0,7.82,0.112,0.15,1.869,15.563,9.91,1.513,0.049,0.003,0.006
SJA3956000,2018,TN,5.858,0.536,0.34,0.52,0.464,422988125.0,0.169,0.207,0.19,0.005,0.376,1.477,1.139,0.279,0.0,70.0,19.114,17.241,1.733,138.016,84.989,22.426,0.0,881.905,43.606,49.192,0.001,0.002,0.003,0.305,0.065,3.67,645.68,26.81,54.11,0.671,0.215,21.226,9.621,0.035,0.009,0.0,0.042,0.004,566.335,0.34,0.402,0.0,85.0,8.828,13.464,15.0,100.0,61.866,19.481,0.0,50.0,19.02,8.393,0.0,47.706,1.47,1.996,3.797,1.124,34.176,6.188,7.349,0.0,30.323,6.748,-21.49,0.0,7.82,0.112,0.15,1.869,15.563,9.91,1.513,0.049,0.003,0.006
SJA3956000,2019,TN,7.442,0.536,0.34,0.52,0.464,422988125.0,0.169,0.207,0.19,0.005,0.376,1.477,1.139,0.279,0.0,70.0,19.114,17.241,1.733,138.016,84.989,22.426,0.0,881.905,43.606,49.192,0.003,0.003,0.004,0.305,0.065,3.67,645.68,26.81,54.11,0.671,0.215,22.302,10.156,0.035,0.009,0.0,0.042,0.004,761.858,0.34,0.402,0.0,85.0,8.828,13.464,15.0,100.0,61.866,19.481,0.0,50.0,19.02,8.393,0.0,47.706,1.47,1.996,7.257,1.124,34.176,6.188,7.349,0.0,28.206,6.773,-18.072,0.0,7.82,0.112,0.15,1.869,15.563,9.91,1.513,0.049,0.003,0.006
SJA3956000,2020,TN,7.445,0.536,0.34,0.52,0.464,422988125.0,0.169,0.207,0.19,0.005,0.376,1.477,1.139,0.279,0.0,70.0,19.114,17.241,1.733,138.016,84.989,22.426,0.0,881.905,43.606,49.192,0.004,0.004,0.003,0.305,0.065,3.67,645.68,26.81,54.11,0.671,0.215,22.608,10.282,0.035,0.009,0.0,0.042,0.004,776.784,0.34,0.402,0.0,85.0,8.828,13.464,15.0,100.0,61.866,19.481,0.0,50.0,19.02,8.393,0.0,47.706,1.47,1.996,0.683,1.124,34.176,6.188,7.349,0.0,28.099,7.704,-11.307,0.0,7.82,0.112,0.15,1.869,15.563,9.91,1.513,0.049,0.003,0.006
SJA3989000,2016,TN,7.708,0.665,0.618,0.684,0.686,20779275.0,0.18,0.203,0.194,0.003,0.409,1.446,1.103,0.279,0.0,70.0,19.161,16.29,56.401,69.905,63.407,2.219,0.0,407.775,32.126,37.334,0.0,0.001,0.001,0.221,0.027,4.29,645.68,17.26,27.434,1.0,0.813,29.721,14.123,0.02,0.0,0.0,0.001,0.0,784.198,0.191,0.305,0.0,85.0,3.599,5.92,15.0,100.0,56.915,19.193,0.0,50.0,23.924,10.79,0.001,22.762,0.86,1.123,3.384,1.364,30.63,6.865,7.894,0.001,28.685,6.146,-27.003,0.0,1.849,0.073,0.105,2.902,14.365,10.47,1.172,0.024,0.003,0.04
SJA3989000,2017,TN,5.525,0.665,0.618,0.684,0.686,20779275.0,0.18,0.203,0.194,0.003,0.409,1.446,1.103,0.279,0.0,70.0,19.161,16.29,56.401,69.905,63.407,2.219,0.0,407.775,32.126,37.334,0.011,0.006,0.011,0.221,0.027,4.29,645.68,17.26,27.434,1.0,0.813,32.332,15.41,0.02,0.0,0.0,0.001,0.0,841.201,0.191,0.305,0.0,85.0,3.599,5.92,15.0,100.0,56.915,19.193,0.0,50.0,23.924,10.79,0.001,22.762,0.86,1.123,1.738,1.364,30.63,6.865,7.894,0.001,27.361,6.086,-18.143,0.0,1.849,0.073,0.105,2.902,14.365,10.47,1.172,0.024,0.003,0.04
SJA3989000,2018,TN,4.645,0.665,0.618,0.684,0.686,20779275.0,0.18,0.203,0.194,0.003,0.409,1.446,1.103,0.279,0.0,70.0,19.161,16.29,56.401,69.905,63.407,2.219,0.0,407.775,32.126,37.334,0.004,0.006,0.006,0.221,0.027,4.29,645.68,17.26,27.434,1.0,0.813,30.492,14.398,0.02,0.0,0.0,0.001,0.0,551.782,0.191,0.305,0.0,85.0,3.599,5.92,15.0,100.0,56.915,19.193,0.0,50.0,23.924,10.79,0.001,22.762,0.86,1.123,3.272,1.364,30.63,6.865,7.894,0.001,30.359,6.989,-24.015,0.0,1.849,0.073,0.105,2.902,14.365,10.47,1.172,0.024,0.003,0.04
